name,description,latitude,longitude,difficulty_id,distance_from_nearest_city,rating,created_at,updated_at
Майнская гидроэлектростанция,"Строительство ГЭС началось в 1979 году и закончилось в 1987 году. Спроектирована гидроэлектростанция институтом «Ленгидропроект». Мощность ГЭС - 321 МВт, среднегодовая выработка - 1,72 млрд кВт·ч. В русловом здании ГЭС установлено три поворотно-лопастных гидроагрегата мощностью по 107 МВт. Напорные сооружения ГЭС образуют Майнское водохранилище длиной 21,5 км, шириной до 0,5 км, глубиной до 13 м, площадью 11,5 квадратных км.
Майнская  ГЭС построена по русловой схеме, является контррегулирующей для Саяно-Шушенской ГЭС, обеспечивает сглаживание суточных колебаний притока воды и общий подъем воды в нижнем бьефе СШ ГЭС. По сооружениям ГЭС проложена автодорога, соединяющая населенные пункты Хакасии (Саяногорск , Майна) и Красноярского Края (Сизая, Шушенская) В водохранилище ГЭС организованы рыбоводческие хозяйства в которых разводят ценную Саянскую форель. Есть катерные прогулки, но из-за отсутствия судоподъемников или шлюзов через гребни плотин, Майнское водохранилище является замкнутым. На берегах много турбаз и мест отдыха. 
Майнская гидроэлектростанция на карте Республики Хакасия — Яндекс Карты",54.767874,89.398476,2,2,4.4,2023-08-11,2023-08-11
Ошкольская писаница,"Писаницу называют Талкин Ключ, по названию рядом расположенной деревни, или Ошкольская — в честь близлежащего озера. Это одно из удивительных малоизвестных мест Хакасии. Писаница расположена на небольших скалах из красного песчаника, с которых открывается отличный вид на степь и поля. Рисунки в хорошей сохранности, заметных троп нет. Петроглифы Ошкольской писаницы, как и многих других в Хакасии, принадлежат к разным эпохам, от Тагарской культуры до изображений позднего средневековья.
Именно средневековые рисунки являются объектом самого пристального внимания со стороны как ученых, так и путешественников. Здесь расположены изображения неких человеческих фигур в длинных плащах — предположительно манихейских жрецов, полулюдей, странных символов мирового древа, лучников, лошадей... Эти рисунки выполнены в технике прорисовки, очень хорошо просматриваются и еще ждут своего детального истолкования и объяснения. Пока же Ошкольская писаница легкодоступна и не охраняется, но требует бережного отношения как со стороны туристов и путешественников, так и со стороны местных жителей и власти.
Ошкольская писаница на карте Республики Хакасия — Яндекс Карты",54.968232,89.582716,3,2,4.1,2023-08-11,2023-08-11
Сулекская писаница,"Одним из наиболее живописных и посещаемых памятников древнего искусства является Сулекская писаница, расположенная в долине реки Печище. Свое имя писаница получила по названию ныне не существующего аала Сулеков, располагавшегося поблизости от писаницы на берегу соленого озера.
Первые изображения на писанице появились еще 4,5 тысячи лет назад. Среди них есть фигуры людей и лики древних богов. Примерно в то же  время были нанесены образы быков и лошадей, бегущих лосей. Особый интерес вызывают наскальные рисунки эпохи средневековья. На Сулеке имеется около 300 рисунков этого времени. Они являются своего рода энциклопедией, рассказывающей о жизни людей того периода: о быте, семейных ценностях, охоте и войне.
Большой интерес вызывают изображения воинов. На одной из плит, хранящейся в настоящее время в Хакасском краеведческом музее, есть изображение вооруженного всадника с копьем. На рисунке отчетливо видно обмундирование всадника: панцирь, изготовленный из горизонтальных рядов металлических пластин, скрепленных кожаными ремнями. Голову всадника закрывает высокий конический шлем с пластинами, закрывающими уши и затылок. Среди различных типов оружия, представленного на Сулекской писанице, самый распространенный — лук со стрелами. Это связано с тем, что основную часть войска в то время составляли пешие и конные лучники.
Самая многочисленная группа изображений писаницы — изображения животных: маралов и косуль, верблюдов и барсов, баранов и многих других. На большинстве рисунков животные изображены в движении. Особенный интерес вызывают изображения верблюдов. Сегодня в Хакасии это животное разводят единично и верблюдов можно увидеть только в зоопарке. Но так было отнюдь не всегда. Еще в XVII веке верблюд был важным животным в хозяйстве местных племен. На скалах имеются изображения верблюдов в двух различных стилях. На рисунках первой группы у верблюдов маленькая голова с закрытым ртом, высокие горбы и две удлиненные ноги. На рисунках второй группы у животных уже изображены все четыре ноги, горбы плавно закруглены, на спинах изображена шерсть, а также открытая пасть с зубами. Кроме того, на писанице вы можете увидеть сцены угона скота и рисунки поединки животных.
Около Сулекской писаницы создан небольшой муниципальный музей под открытым небом ""Сулеки""  Музей посещают гости и туристы, следующие в направлении популярной достопримечательности Ивановские Озера.  С мая по сентябрь на территории работает сувенирная юрта, небольшое кафе.  Одна из основателей музея - Альбина Васильевна Курбижекова, член союза писателей Хакасии, внучка знаменитого сказителя Хайджи П. Курбижекова. Благодаря ей, на территории музея проводится мероприятие ""Ночь героического эпоса"", когда гости могут прикоснуться к древнему искусству алыптыг нымах - исполнение героических сказаний под аккомпанемент чатхана
Памятник изобразительного искусства Сулекская писаница на карте Республики Хакасия — Яндекс Карты",53.639126,91.439508,1,2,4.7,2023-08-11,2023-08-11
Конноспортивный клуб «Рыжая Лошадь»,"«Рыжая лошадь» - один из самых новых и современных конноспортивных клубов региона. Здесь есть плац с отличным грунтом для тренировок на свежем воздухе, а в непогоду занятия проходят в малом крытом манеже. Обучают верховой езде профессиональные тренеры и инструкторы. На территории клуба регулярно проходят соревнования по конкуру. Для самых маленьких  в «Рыжей лошади» есть пони-клуб.
Работает прокат лошадей. Желающих обучают азам верховой езды, организуют верховые прогулки по окрестностям. Кроме того, КСК отличное место для проведения романтических фотосессий.
Рыжая Лошадь на карте Республики Хакасия — Яндекс Карты",52.895217,91.471756,3,2,4.1,2023-08-11,2023-08-11
Парк отдыха «Тортуга»,"Настоящий пиратский корабль в Хакасии – миф или реальность? К большой радости жителей и гостей республики, уже несколько лет парк отдыха Тортуга ежедневно открывает двери в мир приключений и сокровищ. Началось все с копии корабля «Черная Жемчужина» из фильмов про капитана Джека Воробья. Теперь корабль стал лишь одной из многих тематических локаций парка.
Парк является продолжением творческой работы местного предпринимателя Александра Марченко, который в погоне за своей мечтой построил точную копию известного корабля ""Чёрная Жемчужина"" из фильма ""Пираты Карибского моря"". На сегодняшний день корабль является одной из множества тематических зон парка со своими сказочными персонажами и героями. На корабле проводятся костюмированные представления для гостей парка, а в самом судне обитают сказочные персонажи, работают актёры-аниматоры, которые помогают погрузиться в атмосферу пиратства и волшебства.
",53.129564,90.538964,3,2,4.5,2023-08-11,2023-08-11
Аскизский районный краеведческий музей имени Н.Ф. Катанова,"Аскизский краеведческий музей имени Н.Ф. Катанова был открыт в 1987 году. Находится музей в двухэтажном здании, построенном в середине XIX века. Владельцем этого здания был известный золотопромышленник Енисейской губернии Петр Иванович Кузнецов.
В краеведческом музее хранится более 4 тысяч музейных экспонатов основного и вспомогательного фондов, экспозиции располагаются в пяти залах. Одна из наиболее интересных экспозиций посвящена Н.Ф. Катанову, экспонаты для экспозиции были предоставлены родственниками ученого. Выставочный зал, расположенный на первом этаже музея, посвящен этнографии коренных жителей Хакасии - хакасов. Зал «Юрта» продолжает знакомство с  культурой хакасов. В этом зале центральное место занимает юрта – традиционное жилище хакасов. Зал археологии посвящен научным экспедициям Н.Ф. Катанова в Сибирь и Восточный Туркестан. Зал воинской славы создан в память о событиях Великой Отечественной войны.
Аскизский краеведческий музей имени Н.Ф. Катанова на карте Республики Хакасия — Яндекс Карты",52.645936,90.086873,2,2,4.7,2023-08-11,2023-08-11
Историко-краеведческий музей города Абазы,"Музей  создан в 1988 году и расположен в старинной усадьбе, построенной в конце XIX века купцом I гильдии А. Кипреевым. Самая значимая коллекция музея посвящена истории становления Абаканского железоделательного завода и жизни в Абаканозаводской деревне. Крупнейшие запасы железной руды в среднем течении реки Абакан были разведаны в 1850-х годах. Немногим позже купец Кольчугин основал рудник и железоделательный завод, а вместе с ним и деревню для рабочих. Продукция завода занимала призовые места на международных выставках XIX века и была известна широко за пределами Хакасии.
В краеведческом музее хранится коллекция местных минералов и руд, имеется экспозиция, посвященная изобретениям смекалистого горного мастера А.Е. Черкасова, упростившая труд рабочих завода, а также богатые этнографическая и природоведческая коллекции.
МБУК Абазинский историко-краеведческий музей на карте Абазы — Яндекс Карты",54.488405,89.962673,3,2,4.9,2023-08-11,2023-08-11
Ширинский краеведческий музей имени Д.С. Лалетина,"Ширинский краеведческий музей имени Д.С. Лалетина основан в 1977 году. В его основу положена коллекция древностей и минералов, собранная школьным учителем Дмитрием Семеновичем Лалетиным и его учениками. Значительно помогали в наполнении фондов музея известные ученые, работавшие в Хакасии: М.Л. Подольский, Е.Д. Паульс, В.Е. Ларичев и другие энтузиасты.
Сейчас в музее работает семь залов, посвященных природе, истории и археологии Хакасии; действует два филиала -- «Ширинский Археологический Парк» в селе Ефремкино и дом-музей сказителя С.П. Кадышева в аале Трошкин. Посещаемость музея и его филиалов можно оценить в сто тысяч гостей ежегодно.
Автономное учреждение культуры Ширинский районный краеведческий музей имени Д. С. Лалетина на карте Республики Хакасия — Яндекс Карты",53.720459,91.474323,3,2,4,2023-08-11,2023-08-11
Хакасский национальный краеведческий музей им. Л.Р. Кызласова,"История музея
Хакасский национальный краеведческий музей, основанный на общественных началах в 1929 году при окружном отделе народного образования, статус государственного получил на основании Постановления №16 от 29 июля 1931 года Президиума Хакасского областного исполнительного комитета. С момента возникновения музея особое внимание уделялось этнографии хакасов 19 века и археологии. В 40-70-е годы ХХ века коллекция музея существенно пополнилась благодаря развертыванию фронта археологических и этнографических экспедиций, самое деятельное участие в которых приняли директор музея Альберт Николаевич Липский, ученый-историк Леонид Романович Кызласов, археолог Эра Антоновна Севостьянова и другие ученые. В 2015 году музей переместился в специальное отстроенное здание Республиканского Музейно-Культурного Центра. Общая площадь здания 30.000 кв.м. Архитектура здания выполнена в виде круга, в нем помимо музея расположены Министерство Культуры Хакасии, Туристский информационный центр, готовится к открытию сценическое пространство.
Археологическая и этнографическая коллекция
В настоящий момент музей обладает несколькими тематическими коллекциями, насчитывающими более 140 000 экспонатов. Главной коллекцией, по праву занимающей центральное место, является коллекция древнеенисейских менгиров - каменных стел высотой до 6 метров. Всего в мире известно более 400 древнеенисейских изваяний, в нашем музее собрана самая значительная коллекция - более 60. Они разные по размерам и по облику, но изображения и символы, нанесенные на эти памятники древнего искусства, говорят о сложившемся и сложном религиозном мировоззрении населения Среднего Енисея в эпоху ранней бронзы четыре тысячелетия назад.
В музейном собрании есть редчайшие образцы предметов каменного, бронзового и железного веков, древние украшения и оружие, а также бронзовые изделия скифо-сибирского звериного стиля, таштыкские погребальные маски, созданные из глины и гипса в I-V вв. н.э., керамическая посуда с энеолитической эпохи до Средневековья. В зале представлены рисунки на камнях - петроглифы различных эпох, копии наскальных рисунков, выполненные известным художником Владимиром Капелько, а также памятники древнетюркской рунической письменности.
Искусствоведческая коллекция
Помимо богатых коллекций древностей, Хакасский музей обладает коллекцией предметов искусства, собранной скульптором И.Н. Карачаковой-Картиной и подаренной в дар музею. Всего в коллекции около 2000 предметов. Это авторские работы Карачаковой - Картиной, личные вещи, документы и письма, книги, открытки по искусству, скульптуры, гравюры и рисунки, картины русских и западноевропейских художников, предметы декоративно-прикладного искусства, художественная мебель XVIII-XIX вв., фотонегативы.Этой коллекции может позавидовать даже Эрмитаж. Посмотрите сами, в собрании музея находятся две шпалеры, которые относятся к серии «Месяцы Луки» (февраль, март) девятого повторения, выполненные в 1737-1740 гг. французским ткачом Мишелем Одраном на Мануфактуре гобеленов и творения итальянских скульпторов XV века Дезидерио («Иисус-младенец») и Верроккьо («Амур с дельфином» и копия скульптуры Микеланжело «Давид» ).
Постоянно действующие экспозиции
Немалая часть экспозиции музея посвящена Хакасской этнографии, Животному миру Хакасии, Памяти участия Хакасии в Великой Отечественной Войне, памяти ученого-историка Леонида Романовича Кызласова. Также регулярно экспонируются временные выставочные проекты музеев России, проводятся массовые мероприятия.
Услуги для посетителей
",53.700583,91.515416,1,2,5,2023-08-11,2023-08-11
Мемориальный комплекс на горе Самохвал,"Торжественное открытие Мемориального комплекса на горе Самохвал, посвященного памяти погибших при защите Отечества, состоялось 8 мая 2015 года и было приурочено к 70-летнему юбилею Великой Победы. Теперь Мемориал является одним из самых значимых мест для гостей и жителей Хакасии. Создан комплекс по инициативе Совета старейшин хакасского народа. Главная идея – единение всех народов, живущих на древней земле Хакасии. Место для создания Мемориала было выбрано не случайно. Гора Самохвал или Ир-таг (мужская гора) издревле являлась сакральным местом. На горе были найдены захоронения древних воинов эпохи средневековья. Создание мемориала продолжает древнюю традицию установки Чаа-Тасов – камней войны.
Архитектурный ансамбль Мемориального комплекса состоит из двух основных площадок и аллеи между ними.  В центре Площади Скорби установлен памятник древнему воину в доспехах. Воин изображен сидящим на груде камней в тяжких раздумьях. По древнему степному обычаю каждый воин уходя на сражение клал в кучу один камень, а, возвращаясь с войны, забирал один камень. Камни оставшиеся на месте – это воины погибшие на войне. Скульптура древнего воина, созданная Вячеславом Кученовым, не имеет явного прототипа, однако его связывают как с Барс-Каганом, создателем древне-хакасского государства, так и с Иренек-Ханом, выдающимся политическим и военным деятелем времен вхождения Хакасии в состав России.
Путь выше идет через мемориальную аллею районов. Восемь каменных стел символизируют восемь районов Хакасии. Рядом с каждым камнем установлена мемориальная доска с указанием количества солдат, призванных из каждого района республики и павших на полях сражений Великой Отечественной войны.

Вторая площадь названа Площадь Торжеств и ритуальных церемоний – восьмигранная, символизирующая юрту – дом, очаг, куда всегда, во все времена возвращаются сыновья, отцы, братья, мужья после выполнения священного долга каждого гражданина – защиты Отечества. В центре площади расположен монумент в память о сорока тысячах бойцов из Хакасии, погибших в годы Великой Отечественной войны, а рядом с ним – скульптура молодого воина, которая является символом стойкости воинов из Хакасии и преемственности поколений, защищавших Отечество в разные эпохи. Также на верхней площадке установлены пять каменных стел, символизирующих пять городов республики – Абакан, Абаза, Черногорск, Сорск, Саяногорск.
Со смотровой площадки на горе Самохвал открывается великолепный панорамный вид на города Абакан и его окрестности. Это место поистине стало любимым местом отдыха у жителей Абакана и обязательным пунктом посещения для гостей города.

Памятник Хакасскому воину на карте Абакана — Яндекс Карты",51.70188,89.886163,1,2,4.5,2023-08-11,2023-08-11
Саянский перевал,"Второе название перевала - Сотый - по номеру километрового знака, обозначающего расстояние до расположенного в Тыве города Ак-Довурак. Саянский перевал является важным транспортным переходом - именно по нему проходит граница Республики Хакасия и Республики Тыва.
Как и положено, любая граница, пускай даже между административными единицами одного государства, специально оформлена. Еще в советское время на верхней точке перевала установили стелу с названиями двух пограничных регионов и отметкой высоты. Несколько лет назад пограничную стелу обновили.
Гораздо раньше установки пограничных стел на перевале появились обаа. Обаа - это небольшие каменные пирамидки, которые складываются во время особых дорожных обрядов. Хакасы и Тувинцы верят, что у любых явлений или объектов природы есть свое божество или дух. И считается, что благополучие человека, в частности его успешное путешествие, зависит от того, удастся ли ему ""договориться"" с духами при пересечении границ территорий. Участники обрядов украшали стены ""дома духа"" наскальными рисунками, устанавливали священные коновязи - сарчын, жертвовали пищу и повязывали ленты - чалама. Так и на Саянском перевале стоят хакасские ""оба"" и тувинские ""оваа"", чтобы каждый путник имел возможность попросить у духов гор защиту в дороге.
С перевала и окружающих его гольцов открываются завораживающие виды на горные дали. Даже летом на Саянском перевале остаются нетающие снежники. Многие путешественники делают остановку на перевале, чтобы насладиться видами и побыть наедине с природой.
Чуть ниже перевала, на стороне Хакасии находится 105-й километр - известная у туристов точка, откуда начинаются многие спортивные и туристические маршруты. Отсюда туристы по Курукульской тропе идут в поход к озеру Позарым, к горе Каратош - высшей точке Хакасии, к началу сплава по реке Она.
Саянский перевал 2214 метров на карте Республики Хакасия — Яндекс Карты",54.323761,89.907361,3,2,4.5,2023-08-11,2023-08-11
Туимский провал,"Это место когда то называли медной горой. Недалеко от поселка Туим, в первой половине XX века добывали  цветные металлы – вольфрам, медь, молибден. Все работы в горе выполнялись подземным способом с использованием взрывчатки и отбойных молотков. Руду вывозили на вагонетках и отправляли на фабрику цветных металлов в Туим. Опустошив гору, шахту закрыли, ее дальнейшая разработка считалась неэффективной.
Опустошенная гора с виду не представляла никакой опасности. Туда продолжали бегать дети. Там пасли свой скот жители поселка. Но со временем скот начал проваливаться под землю. Постепенно на горе образовалась дыра диаметром около 6 метров, и было принято решение взорвать гору. В результате взрыва образовался огромный провал диаметром до 200 метров, а внизу озеро с водой изумрудного оттенка. От вершины обрыва до воды примерно 120 метров. Если присмотреться, то можно увидеть штольни и рельсы для вагонеток.
Популярность к Туимскому провалу пришла после съемок телепередачи Юрия Сенкевича “Клуб Путешественников” и проведения телеигры “Фактор Страха”. Посмотреть на огромный провал приезжают не только жители Хакасии, но и туристы из других регионов, путешествующие по республике.
Яндекс.КартыЯндекс.Карты — транспорт, навигация, поиск мест
Туимский провал на карте Республики Хакасия — Яндекс Карты",52.826802,91.371564,3,2,4.6,2023-08-11,2023-08-11
Саяно-Шушенская гидроэлектростанция,"Могучая и величественная Саяно-Шушенская гидроэлектростанция на реке Енисей является примером воплощения в жизнь одного из самых заветных желаний человека – покорить природу. Спроектированная и построенная советскими инженерами, станция перекрывает Енисей в узком Карловом створе. Именно это место было выбрано для строительства станции, которая стала верхней в Енисейском каскаде ГЭС. Саянский коридор имеет длину около 280 км, начинаясь у впадения в Енисей реки Хемчик и заканчиваясь в районе Саяногорска.
Строительство и размеры
Падение Енисея в саянском каньоне превышает 200 метров, что и стало основой для крупнейшей стройки. Строительство Саяно-Шушенской ГЭС началось в 1963 году и продолжалось почти 30 лет вплоть до 1990 года. В постоянную эксплуатацию станция была принята только в 2000 году. При постройке самой мощной ГЭС в России было использовано 9 миллионов кубометров бетона, этого количества хватило бы для автомобильной дороги Санкт-Петербург – Владивосток. Это одно из самых грандиозных промышленных сооружений не только в России, но и в мире. Высота арочно-гравитационной плотины 242 метров, а ее длина составляет более километра - 1074м.
Мощность
Огромный размах самой станции - основа ее колоссальной энергомощности. На станции работают 10 гидроагрегатов, каждый из которых способен выдавать 640 Мегаватт.  Все 10 выдают рекордные для страны 6400 МВт энергии, этого достаточно чтобы снабжать электричеством такой мегаполис как Санкт-Петербург, или включить 3,5 миллиона чайников одновременно. Гидроэлектростанция стала залогом создания в регионе крупного промышленного комплекса - алюминиевых заводов САЗ и ХАЗ и целого города – Саяногорска. Алюминиевые заводы потребляют около 70% выработки СШЭС, остальная энергия уходит в энергосистему России.
Туризм
Саяно-Шушенская ГЭС - знаковый объект на туристской карте Хакасии. Многие гости желают увидеть это промышленное чудо. Посещение смотровой площадки Саяно-Шушенской ГЭС является обязательным пунктом в программе путешествия по Хакасии у любого туриста. Особенно грандиозно станция выглядит ночью при  включении подсветки и при сбросе воды, что бывает достаточно редко. Совет туристу -  Старайтесь приехать смотреть на ГЭС в утреннее время, после обеда солнце светит в глаза как раз со стороны гребня плотины. На смотровой площадке с 2008 года находится большой памятник гидростроителям, а в волнах памятника скульптор спрятал несколько русалок и рыб. Скольких  сможете найти вы?
Экскурсии
В поселке Черемушки на базе учебного центра ОАО “Русгидро” создан интерактивный демонстрационный зал, где по предварительным заявкам можно познакомиться с историей гидроэнергетики, увидеть макеты уникальных гидросооружений и даже самостоятельно “построить” ГЭС. В сентябре 2021 года Саяно-Шушенская ГЭС объявила о запуске туристического маршрута на гребень плотины и в машинный зал. Это долгожданное событие, но СШГЭС в первую очередь это действующее промышленное предприятие стратегической важности, поэтому введены ограничения, , предварительная запись через туроператоров, проверка документов и контроль.  Подробнее об открытии экскурсий на ГЭС
Яндекс.Карты — транспорт, навигация, поиск мест4
Смотровая площадка на Саяно-Шушенскую ГЭС на карте Республики Хакасия — Яндекс Карты",53.741246,91.433414,3,2,4.5,2023-08-11,2023-08-11
Парк ландшафтного искусства Сады мечты,"Яркие, красочные, живописные парки, созданные для отдыха граждан и гостей города - парки ландшафтного искусства «Сады Мечты» и «Вдохновение». Находиться в них приятно и в спокойном уединении, и с друзьями, и с детьми.
Парк ""Сады Мечты"" был создан в 2007 году, и был первым в сибирском регионе. Территория парка разделена на тринадцать садов разных стилей - здесь есть и японские сады, и классические европейские, и уголки русской природы, и многое другое. Весной можно насладиться цветением сакуры, летом порадовать глаз яркими красками садовых цветов, осенью восхититься падением березовых листьев, а зимой порадоваться катанию с ледяных горок. Помимо флоры, в парке ""Сады Мечты"" есть небольшой зоопарк, в котором живут кролики, гуси и утки, мелкие копытные. Для ребятишек есть детские батуты, аттракционы, прокат велосипедов и понициклов, качели и спортивные городки. Гордостью парка является уменьшенная копия Эйфелевой Башни. Башня красиво освещается в вечернее время и привлекает внимание всех горожан.
Парк ""Вдохновение"" находится среди высоких тополей, и, по сравнению со своим старшим братом, более тенист и тих. Парк украшен малыми архитектурными формами, в вечернее время организована подсветка. Прогулки в парке больше рекомендованы людям, ориентированным на спокойное времяпровождение, на размышления и вдохновение под журчание ручейков и тихий шелест листвы. Прекрасное место для отдыха после жаркого дня - «Фонтан желаний», обрамленный полукруглыми скамьями и молодой липой, а вкусные блинчики и травяной чай станут приятным завершением вечера.

",52.947097,90.306051,3,2,4.3,2023-08-11,2023-08-11
Музей Усть-Сос,"Открытие музея под открытым небом ""Усть-Сос"" состоялось в 2010 году.  Музей представляет собой целый комплекс этнографических, археологических и исторических памятников. Кроме того, интересен и уникален ландшафт окрестностей музея. Небольшой аал Усть-Сос, в котором и расположен музей, в этом году отметил свое 300-летие.
Основным экспонатом музея является каменное изваяние окуневской археологической эпохи «Хуртуях тас Палазы - Алтын Арчол». История этого менгира тесно связана с известной легендой о каменном изваянии Улуг Хуртуях тас. В 2000 году местный рыбак обнаружил на берегу реки Абакан камень с личиной. Сопоставив все факты и место находки, он высказал предположение, которое в дальнейшем подтвердили шаманы - изваяние является окаменевшим сыном Великой каменной матери Улуг Хуртуях тас. Кроме Хуртуях тас Палазы на территории музея находится юрточный комплекс с экспозициями, которые являются ярчайшим примером традиционной культуры и быта хакасского народа, а также реконструкция двух стел с образцами орхоно-енисейской рунической письменности IX-XI веков.
Окрестности музея также интересны в плане изучения истории, культуры и быта хакасского народа. В непосредственной близости от музея Усть-Сос  находятся несколько древних курганов с нанесенными на них петроглифами. За ручьем Сос, в 4-х километрах от музея расположена живописная гора Хызыл-Хая с хорошо сохранившимися наскальными рисунками. С горы открывается великолепный вид на широкую долину реки Абакан, а также с нее видно легендарное ""Золотое озеро"" Алтын Кель, на котором до сих пор встречаются редкие птицы - фламинго
В музее регулярно проводятся различные мероприятия - это и дегустация блюд национальной кухни,  различные мастер-классы и конкурсы, отмечаются все национальные и республиканские праздники. Ежегодно в музее проводится двухдневное мероприятие «День летнего солнцестояния». В этот день шаманы проводят обряды поклонения солнцу, кормят священный огонь. Гости праздника могут поучаствовать в приготовлении национальных блюд, насладиться чарующими звуками чатхана, принять участие в национальных играх.


 
",52.957339,90.18624,1,2,4,2023-08-11,2023-08-11
