name,type,caption,latitude,longitude,kind,tags
Майнская гидроэлектростанция,реки,которых разводят ценную саянскую форель водохранилище гэс организованы рыбоводческие хозяйства соединяющая населенные пункты хакасии майнское водохранилище является замкнутым русловом здании гэс установлено нижнем бьефе сш гэс сооружениям гэс проложена автодорога строительство гэс началось майнская гэс построена спроектирована гидроэлектростанция институтом поворотно-лопастных гидроагрегата мощностью общий подъем воды из-за отсутствия судоподъемников мощность гэс саяно-шушенской гэс является контррегулирующей среднегодовая выработка 72 млрд квт·ч русловой схеме красноярского края катерные прогулки гребни плотин мест отдыха 5 квадратных км 5 км 1979 году закончилось 1987 году ленгидропроект 321 мвт 107 мвт шириной глубиной 13 м площадью 11 саяногорск майна сизая шушенская шлюзов берегах турбаз,52.970407,91.495415,семейный одиночный компанейский,которых разводят ценную саянскую форель водохранилище гэс организованы рыбоводческие хозяйства соединяющая населенные пункты хакасии майнское водохранилище является замкнутым русловом здании гэс установлено нижнем бьефе сш гэс сооружениям гэс проложена автодорога строительство гэс началось майнская гэс построена спроектирована гидроэлектростанция институтом поворотно-лопастных гидроагрегата мощностью общий подъем воды из-за отсутствия судоподъемников мощность гэс саяно-шушенской гэс является контррегулирующей среднегодовая выработка 72 млрд квт·ч русловой схеме красноярского края катерные прогулки гребни плотин мест отдыха 5 квадратных км 5 км 1979 году закончилось 1987 году ленгидропроект 321 мвт 107 мвт шириной глубиной 13 м площадью 11 саяногорск майна сизая шушенская шлюзов берегах турбаз реки семейный одиночный компанейский
Ошкольская писаница,исторические места,расположены изображения неких человеческих фигур писаницу называют талкин ключ названию рядом расположенной деревни которых открывается отличный вид странных символов мирового древа ждут своего детального истолкования удивительных малоизвестных мест хакасии честь близлежащего озера петроглифы ошкольской писаницы изображений позднего средневековья требует бережного отношения ошкольская писаница легкодоступна стороны местных жителей ошкольская — писаница расположена это одно небольших скалах красного песчаника хорошей сохранности заметных троп многих других разным эпохам тагарской культуры технике прорисовки стороны туристов рисунки выполнены хакасии стороны рисунки степь поля принадлежат ученых путешественников полулюдей лучников лошадей очень просматриваются объяснения пока охраняется власти,54.767874,89.398476,одиночный компанейский,расположены изображения неких человеческих фигур писаницу называют талкин ключ названию рядом расположенной деревни которых открывается отличный вид странных символов мирового древа ждут своего детального истолкования удивительных малоизвестных мест хакасии честь близлежащего озера петроглифы ошкольской писаницы изображений позднего средневековья требует бережного отношения ошкольская писаница легкодоступна стороны местных жителей ошкольская — писаница расположена это одно небольших скалах красного песчаника хорошей сохранности заметных троп многих других разным эпохам тагарской культуры технике прорисовки стороны туристов рисунки выполнены хакасии стороны рисунки степь поля принадлежат ученых путешественников полулюдей лучников лошадей очень просматриваются объяснения пока охраняется власти исторические места одиночный компанейский
Сулекская писаница,исторические места,внучка знаменитого сказителя хайджи п большой интерес вызывают изображения воинов рисунке отчетливо видно обмундирование всадника направлении популярной достопримечательности ивановские озера хакасии это животное разводят единично можете увидеть сцены угона скота особенный интерес вызывают изображения верблюдов член союза писателей хакасии свое имя писаница получила сулеке имеется около 300 рисунков являются своего рода энциклопедией горизонтальных рядов металлических пластин самый распространенный — лук территории работает сувенирная юрта древнему искусству алыптыг нымах территории музея проводится мероприятие скалах имеются изображения верблюдов большинстве рисунков животные изображены среди различных типов оружия берегу соленого озера изображение вооруженного всадника двух различных стилях долине реки печище существующего аала сулеков 5 тысячи лет назад лики древних богов нанесены образы быков хакасском краеведческом музее скрепленных кожаными ремнями основную часть войска xvii веке верблюд хозяйстве местных племен рисунках первой группы рисунках второй группы спинах изображена шерсть также открытая пасть музей посещают гости ночь героического эпоса гости могут прикоснуться исполнение героических сказаний верблюдов маленькая голова две удлиненные ноги горбы плавно закруглены время составляли пешие рисунки поединки животных альбина васильевна курбижекова первые изображения это связано основателей музея высокие горбы четыре ноги наиболее живописных названию ныне располагавшегося поблизости фигуры людей бегущих лосей жизни людей семейных ценностях настоящее время закрывающими уши конные лучники многих других важным животным закрытым ртом открытым небом небольшое кафе аккомпанемент чатхана писанице появились сулекской писанице увидеть верблюдов среди изображены время животных курбижекова писанице одним расположенная писаницы примерно лошадей времени рассказывающей периода быте охоте войне одной плит хранящейся копьем панцирь изготовленный пластинами затылок представленного стрелами маралов косуль барсов баранов движении сегодня зоопарке отнюдь зубами кроме сулеки туристы следующие мая сентябрь одна благодаря,54.968232,89.582716,одиночный компанейский,внучка знаменитого сказителя хайджи п большой интерес вызывают изображения воинов рисунке отчетливо видно обмундирование всадника направлении популярной достопримечательности ивановские озера хакасии это животное разводят единично можете увидеть сцены угона скота особенный интерес вызывают изображения верблюдов член союза писателей хакасии свое имя писаница получила сулеке имеется около 300 рисунков являются своего рода энциклопедией горизонтальных рядов металлических пластин самый распространенный — лук территории работает сувенирная юрта древнему искусству алыптыг нымах территории музея проводится мероприятие скалах имеются изображения верблюдов большинстве рисунков животные изображены среди различных типов оружия берегу соленого озера изображение вооруженного всадника двух различных стилях долине реки печище существующего аала сулеков 5 тысячи лет назад лики древних богов нанесены образы быков хакасском краеведческом музее скрепленных кожаными ремнями основную часть войска xvii веке верблюд хозяйстве местных племен рисунках первой группы рисунках второй группы спинах изображена шерсть также открытая пасть музей посещают гости ночь героического эпоса гости могут прикоснуться исполнение героических сказаний верблюдов маленькая голова две удлиненные ноги горбы плавно закруглены время составляли пешие рисунки поединки животных альбина васильевна курбижекова первые изображения это связано основателей музея высокие горбы четыре ноги наиболее живописных названию ныне располагавшегося поблизости фигуры людей бегущих лосей жизни людей семейных ценностях настоящее время закрывающими уши конные лучники многих других важным животным закрытым ртом открытым небом небольшое кафе аккомпанемент чатхана писанице появились сулекской писанице увидеть верблюдов среди изображены время животных курбижекова писанице одним расположенная писаницы примерно лошадей времени рассказывающей периода быте охоте войне одной плит хранящейся копьем панцирь изготовленный пластинами затылок представленного стрелами маралов косуль барсов баранов движении сегодня зоопарке отнюдь зубами кроме сулеки туристы следующие мая сентябрь одна благодаря исторические места одиночный компанейский
Конноспортивный клуб «Рыжая Лошадь»,места отдыха,обучают верховой езде профессиональные тренеры желающих обучают азам верховой езды территории клуба регулярно проходят соревнования современных конноспортивных клубов региона непогоду занятия проходят малом крытом манеже работает прокат лошадей организуют верховые прогулки кск отличное место проведения романтических фотосессий рыжая лошадь самых новых отличным грунтом свежем воздухе самых маленьких рыжей лошади плац тренировок инструкторы конкуру пони-клуб окрестностям кроме,53.639126,91.439508,семейный одиночный компанейский,обучают верховой езде профессиональные тренеры желающих обучают азам верховой езды территории клуба регулярно проходят соревнования современных конноспортивных клубов региона непогоду занятия проходят малом крытом манеже работает прокат лошадей организуют верховые прогулки кск отличное место проведения романтических фотосессий рыжая лошадь самых новых отличным грунтом свежем воздухе самых маленьких рыжей лошади плац тренировок инструкторы конкуру пони-клуб окрестностям кроме места отдыха семейный одиночный компанейский
Парк отдыха «Тортуга»,места отдыха,самом судне обитают сказочные персонажи сегодняшний день корабль является одной корабль стал лишь одной корабле проводятся костюмированные представления многих тематических локаций парка множества тематических зон парка настоящий пиратский корабль большой радости жителей капитана джека воробья пираты карибского моря своими сказочными персонажами которые помогают погрузиться гостей парка гостей республики мир приключений копии корабля черная жемчужина чёрная жемчужина работают актёры-аниматоры атмосферу пиратства хакасии миф реальность сокровищ началось фильмов который погоне фильма героями волшебства,52.895217,91.471756,семейный одиночный компанейский,самом судне обитают сказочные персонажи сегодняшний день корабль является одной корабль стал лишь одной корабле проводятся костюмированные представления многих тематических локаций парка множества тематических зон парка настоящий пиратский корабль большой радости жителей капитана джека воробья пираты карибского моря своими сказочными персонажами которые помогают погрузиться гостей парка гостей республики мир приключений копии корабля черная жемчужина чёрная жемчужина работают актёры-аниматоры атмосферу пиратства хакасии миф реальность сокровищ началось фильмов который погоне фильма героями волшебства места отдыха семейный одиночный компанейский
Аскизский районный краеведческий музей имени Н.Ф. Катанова,музеи,наиболее интересных экспозиций посвящена н посвящен этнографии коренных жителей хакасии аскизский краеведческий музей имени н зале центральное место занимает юрта 4 тысяч музейных экспонатов основного событиях великой отечественной войны зал воинской славы создан середине xix века краеведческом музее хранится предоставлены родственниками ученого первом этаже музея традиционное жилище хакасов находится музей выставочный зал двухэтажном здании вспомогательного фондов пяти залах продолжает знакомство культурой хакасов восточный туркестан экспозиции располагаются юрта зал хакасов экспозиции катанова открыт 1987 году построенном владельцем здания одна катанову экспонаты расположенный сибирь память,53.129564,90.538964,одиночный компанейский,наиболее интересных экспозиций посвящена н посвящен этнографии коренных жителей хакасии аскизский краеведческий музей имени н зале центральное место занимает юрта 4 тысяч музейных экспонатов основного событиях великой отечественной войны зал воинской славы создан середине xix века краеведческом музее хранится предоставлены родственниками ученого первом этаже музея традиционное жилище хакасов находится музей выставочный зал двухэтажном здании вспомогательного фондов пяти залах продолжает знакомство культурой хакасов восточный туркестан экспозиции располагаются юрта зал хакасов экспозиции катанова открыт 1987 году построенном владельцем здания одна катанову экспонаты расположенный сибирь память музеи одиночный компанейский
Историко-краеведческий музей города Абазы,музеи,посвященная изобретениям смекалистого горного мастера продукция завода занимала призовые места крупнейшие запасы железной руды среднем течении реки абакан международных выставках xix века упростившая труд рабочих завода также богатые этнографическая музей создан старинной усадьбе абаканозаводской деревне 1850-х годах железоделательный завод известна широко пределами хакасии имеется экспозиция природоведческая коллекции рабочих 1988 году расположен построенной кипреевым жизни разведаны вместе деревню руд черкасова,52.645936,90.086873,одиночный компанейский,посвященная изобретениям смекалистого горного мастера продукция завода занимала призовые места крупнейшие запасы железной руды среднем течении реки абакан международных выставках xix века упростившая труд рабочих завода также богатые этнографическая музей создан старинной усадьбе абаканозаводской деревне 1850-х годах железоделательный завод известна широко пределами хакасии имеется экспозиция природоведческая коллекции рабочих 1988 году расположен построенной кипреевым жизни разведаны вместе деревню руд черкасова музеи одиночный компанейский
Ширинский краеведческий музей имени Д.С. Лалетина,музеи,ширинский краеведческий музей имени д наполнении фондов музея известные ученые основу положена коллекция древностей музее работает семь залов сто тысяч гостей ежегодно ширинский археологический парк посещаемость музея лалетина основан значительно помогали другие энтузиасты посвященных природе селе ефремкино дом-музей сказителя аале трошкин археологии хакасии хакасии 1977 году минералов учениками работавшие подольский паульс ларичев истории действует филиала кадышева филиалов оценить,54.488405,89.962673,одиночный компанейский,ширинский краеведческий музей имени д наполнении фондов музея известные ученые основу положена коллекция древностей музее работает семь залов сто тысяч гостей ежегодно ширинский археологический парк посещаемость музея лалетина основан значительно помогали другие энтузиасты посвященных природе селе ефремкино дом-музей сказителя аале трошкин археологии хакасии хакасии 1977 году минералов учениками работавшие подольский паульс ларичев истории действует филиала кадышева филиалов оценить музеи одиночный компанейский
Хакасский национальный краеведческий музей им. Л.Р. Кызласова,музеи,также памятники древнетюркской рунической письменности памяти ученого-историка леонида романовича кызласова собрании музея находятся две шпалеры выполненные известным художником владимиром капелько окружном отделе народного образования ученый-историк леонид романович кызласов археолог эра антоновна севостьянова праву занимающей центральное место это авторские работы карачаковой французским ткачом мишелем одраном редчайшие образцы предметов каменного художественная мебель xviii-xix вв является коллекция древнеенисейских менгиров памятники древнего искусства памяти участия хакасии статус государственного получил основании постановления №16 самое деятельное участие общая площадь здания 30 архитектура здания выполнена туристский информационный центр открытию сценическое пространство каменных стел высотой таштыкские погребальные маски петроглифы различных эпох копии наскальных рисунков предметы декоративно-прикладного искусства животному миру хакасии великой отечественной войне проводятся массовые мероприятия коллекции около 2000 предметов 2015 году музей переместился зале представлены рисунки копия скульптуры микеланжело музейном собрании этнографическая коллекция 400 древнеенисейских изваяний i-v вв общественных началах этнографических экспедиций другие ученые виде круга главной коллекцией мире известно железного веков древние украшения керамическая посуда энеолитической эпохи собранной скульптором дар музею личные вещи картины русских западноевропейских художников посмотрите сами которые относятся месяцы луки девятого повторения 1737-1740 гг мануфактуре гобеленов выполненные 1929 году скульптуры рисунки коллекции основанный археологии 000 кв готовится археологическая насчитывающими 140 000 экспонатов 6 метров разные размерам облику изображения символы нанесенные говорят сложившемся бронзового оружие созданные глины гипса средневековья камнях карачаковой-картиной подаренной картиной документы письма книги открытки искусству гравюры фотонегативы позавидовать эрмитаж серии февраль март иисус-младенец верроккьо амур дельфином давид услуги посетителей,53.720459,91.474323,одиночный компанейский,также памятники древнетюркской рунической письменности памяти ученого-историка леонида романовича кызласова собрании музея находятся две шпалеры выполненные известным художником владимиром капелько окружном отделе народного образования ученый-историк леонид романович кызласов археолог эра антоновна севостьянова праву занимающей центральное место это авторские работы карачаковой французским ткачом мишелем одраном редчайшие образцы предметов каменного художественная мебель xviii-xix вв является коллекция древнеенисейских менгиров памятники древнего искусства памяти участия хакасии статус государственного получил основании постановления №16 самое деятельное участие общая площадь здания 30 архитектура здания выполнена туристский информационный центр открытию сценическое пространство каменных стел высотой таштыкские погребальные маски петроглифы различных эпох копии наскальных рисунков предметы декоративно-прикладного искусства животному миру хакасии великой отечественной войне проводятся массовые мероприятия коллекции около 2000 предметов 2015 году музей переместился зале представлены рисунки копия скульптуры микеланжело музейном собрании этнографическая коллекция 400 древнеенисейских изваяний i-v вв общественных началах этнографических экспедиций другие ученые виде круга главной коллекцией мире известно железного веков древние украшения керамическая посуда энеолитической эпохи собранной скульптором дар музею личные вещи картины русских западноевропейских художников посмотрите сами которые относятся месяцы луки девятого повторения 1737-1740 гг мануфактуре гобеленов выполненные 1929 году скульптуры рисунки коллекции основанный археологии 000 кв готовится археологическая насчитывающими 140 000 экспонатов 6 метров разные размерам облику изображения символы нанесенные говорят сложившемся бронзового оружие созданные глины гипса средневековья камнях карачаковой-картиной подаренной картиной документы письма книги открытки искусству гравюры фотонегативы позавидовать эрмитаж серии февраль март иисус-младенец верроккьо амур дельфином давид услуги посетителей музеи одиночный компанейский
Мемориальный комплекс на горе Самохвал,исторические места,инициативе совета старейшин хакасского народа каждым камнем установлена мемориальная доска вторая площадь названа площадь торжеств архитектурный ансамбль мемориального комплекса состоит выполнения священного долга каждого гражданина которая является символом стойкости воинов военным деятелем времен вхождения хакасии полях сражений великой отечественной войны торжественное открытие мемориального комплекса 70-летнему юбилею великой победы издревле являлась сакральным местом центре площади расположен монумент годы великой отечественной войны символизирующих пять городов республики каждого района республики мемориал является одним состоялось 8 мая 2015 года самых значимых мест двух основных площадок воин изображен сидящим это воины погибшие скульптура древнего воина созданная вячеславом кученовым имеет явного прототипа создателем древне-хакасского государства путь выше идет мемориальную аллею районов указанием количества солдат времена возвращаются сыновья сорока тысячах бойцов скульптура молодого воина обязательным пунктом посещения древней земле хакасии посвященного памяти погибших камней войны жителей хакасии защите отечества создан комплекс главная идея создания мемориала гора самохвал мужская гора груде камней тяжких раздумьях сражение клал камни оставшиеся выдающимся политическим состав россии ритуальных церемоний символизирующая юрту защиты отечества преемственности поколений защищавших отечество разные эпохи смотровой площадки жителей абакана горе самохвал города абакан гостей города войны хакасии погибших гостей горе абакан приурочено единение народов живущих место выбрано случайно ир-таг аллеи ними доспехах кучу камень возвращаясь забирал месте войне однако связывают барс-каганом иренек-ханом рядом призванных павших восьмигранная дом очаг отцы братья мужья память также абаза черногорск сорск саяногорск окрестности,53.700583,91.515416,одиночный компанейский,инициативе совета старейшин хакасского народа каждым камнем установлена мемориальная доска вторая площадь названа площадь торжеств архитектурный ансамбль мемориального комплекса состоит выполнения священного долга каждого гражданина которая является символом стойкости воинов военным деятелем времен вхождения хакасии полях сражений великой отечественной войны торжественное открытие мемориального комплекса 70-летнему юбилею великой победы издревле являлась сакральным местом центре площади расположен монумент годы великой отечественной войны символизирующих пять городов республики каждого района республики мемориал является одним состоялось 8 мая 2015 года самых значимых мест двух основных площадок воин изображен сидящим это воины погибшие скульптура древнего воина созданная вячеславом кученовым имеет явного прототипа создателем древне-хакасского государства путь выше идет мемориальную аллею районов указанием количества солдат времена возвращаются сыновья сорока тысячах бойцов скульптура молодого воина обязательным пунктом посещения древней земле хакасии посвященного памяти погибших камней войны жителей хакасии защите отечества создан комплекс главная идея создания мемориала гора самохвал мужская гора груде камней тяжких раздумьях сражение клал камни оставшиеся выдающимся политическим состав россии ритуальных церемоний символизирующая юрту защиты отечества преемственности поколений защищавших отечество разные эпохи смотровой площадки жителей абакана горе самохвал города абакан гостей города войны хакасии погибших гостей горе абакан приурочено единение народов живущих место выбрано случайно ир-таг аллеи ними доспехах кучу камень возвращаясь забирал месте войне однако связывают барс-каганом иренек-ханом рядом призванных павших восьмигранная дом очаг отцы братья мужья память также абаза черногорск сорск саяногорск окрестности исторические места одиночный компанейский
Саянский перевал,горы,каждый путник имел возможность попросить гораздо раньше установки пограничных стел стороне хакасии находится 105-й километр саянском перевале остаются нетающие снежники нему проходит граница республики хакасия верхней точке перевала установили стелу названиями двух пограничных регионов административными единицами одного государства это небольшие каменные пирамидки участники обрядов украшали стены гольцов открываются завораживающие виды многие путешественники делают остановку откуда начинаются многие спортивные саянском перевале стоят хакасские время особых дорожных обрядов высшей точке хакасии номеру километрового знака тыве города ак-довурак пересечении границ территорий устанавливали священные коновязи духов гор защиту курукульской тропе идут второе название перевала перевале появились обаа республики тыва любая граница советское время ниже перевала обозначающего расстояние специально оформлена отметкой высоты которые складываются тувинцы верят любых явлений объектов природы свое божество благополучие человека успешное путешествие дома духа наскальными рисунками жертвовали пищу повязывали ленты горные дали насладиться видами побыть наедине туристов точка туристические маршруты отсюда туристы озеру позарым горе каратош началу сплава перевале перевала обаа сотый расположенного именно положено пускай хакасы дух считается частности зависит удастся договориться духами сарчын чалама оба тувинские оваа дороге окружающих летом природой известная поход реке,51.70188,89.886163,семейный одиночный компанейский,каждый путник имел возможность попросить гораздо раньше установки пограничных стел стороне хакасии находится 105-й километр саянском перевале остаются нетающие снежники нему проходит граница республики хакасия верхней точке перевала установили стелу названиями двух пограничных регионов административными единицами одного государства это небольшие каменные пирамидки участники обрядов украшали стены гольцов открываются завораживающие виды многие путешественники делают остановку откуда начинаются многие спортивные саянском перевале стоят хакасские время особых дорожных обрядов высшей точке хакасии номеру километрового знака тыве города ак-довурак пересечении границ территорий устанавливали священные коновязи духов гор защиту курукульской тропе идут второе название перевала перевале появились обаа республики тыва любая граница советское время ниже перевала обозначающего расстояние специально оформлена отметкой высоты которые складываются тувинцы верят любых явлений объектов природы свое божество благополучие человека успешное путешествие дома духа наскальными рисунками жертвовали пищу повязывали ленты горные дали насладиться видами побыть наедине туристов точка туристические маршруты отсюда туристы озеру позарым горе каратош началу сплава перевале перевала обаа сотый расположенного именно положено пускай хакасы дух считается частности зависит удастся договориться духами сарчын чалама оба тувинские оваа дороге окружающих летом природой известная поход реке горы семейный одиночный компанейский
